CAS #,Formatted CAS #,Substance Name,Global Warming Air (kg CO2 eq / kg substance),Acidification Air (kg SO2 eq / kg substance),HH Particulate Air (PM2.5 eq / kg substance),Eutrophication Air (kg N eq / kg substance),Eutrophication Water (kg N eq / kg substance),Ozone Depletion Air (kg CFC-11 eq / kg substance),Smog Air (kg O3 eq / kg substance),"Ecotox. CF [CTUeco/kg], Em.airU, freshwater","Ecotox. CF [CTUeco/kg], Em.airC, freshwater","Ecotox. CF [CTUeco/kg], Em.fr.waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.sea waterC, freshwater","Ecotox. CF [CTUeco/kg], Em.nat.soilC, freshwater","Ecotox. CF [CTUeco/kg], Em.agr.soilC, freshwater","Human health CF  [CTUcancer/kg], Emission to urban air, cancer","Human health CF  [CTUnoncancer/kg], Emission to urban air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. rural air, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. rural air, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. freshwater, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. freshwater, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. sea water, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. sea water, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. natural soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. natural soil, non-canc.","Human health CF  [CTUcancer/kg], Emission to cont. agric. Soil, cancer","Human health CF  [CTUnoncancer/kg], Emission to cont. agric. Soil, non-canc."
2551624,2551624,SULFUR HEXAFLUORIDE,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,TRIFLUOROMETHYL SULFUR PENTAFLUORIDE,17700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,"PROPANE, PERFLUOROCYCLO-",17340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7783542,7783542,NITROGEN TRIFLUORIDE,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822682,3822682,HFE-125,14900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75467,75467,HFC-23,14800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75729,75729,CFC-13,14400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76164,76164,PFC-116,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75718,75718,CFC-12,10900,0,0,0,0,1,0,0,0,0,0,0,0,0,2.32E-05,0,2.30E-05,0,2.05E-05,0,4.44E-06,0,2.24E-05,0,2.24E-05
115253,115253,PERFLUOROCYCLOBUTANE,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,PFPMIE,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76142,76142,CFC-114,10000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690391,690391,HFC-236fa,9810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355420,355420,PFC-5-1-14,9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678262,678262,PFC-4-1-12,9160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355259,355259,PFC-3-1-10,8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76197,76197,PFC-218,8830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306945,306945,PFC-9-1-18,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75730,75730,CARBON TETRAFLUORIDE,7390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76153,76153,CFC-115,7370,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75638,75638,HALON 1301,7140,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691174,1691174,HFE-134,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76131,76131,CFC-113,6130,0,0,0,0,1,0,0,0,0,0,0,0,0,4.12E-07,0,4.09E-07,0,3.74E-07,0,1.03E-07,0,3.98E-07,0,3.98E-07
75694,75694,CFC-11,4750,0,0,0,0,1,0,0,0,0,0,0,0,0,1.81E-06,0,1.77E-06,0,1.64E-06,0,4.71E-07,0,1.71E-06,0,1.71E-06
420462,420462,HFC-143a,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354336,354336,HFC-125,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431890,431890,HFC-227ea,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-236ca12,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75683,75683,HCFC-142b,2310,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353593,353593,HALON 1211,1890,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-43-10pccc124,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75456,75456,HCFC-22,1810,0,0,0,0,0.05,0,0,0,0,0,0,0,0,9.57E-09,0,8.80E-09,0,7.27E-09,0,8.55E-10,0,8.22E-09,0,8.22E-09
124732,124732,HALON 2402,1640,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138495428,138495428,HFC-43-10mee,1640,0,0,0,0,0,0.000204138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-227ea,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-338pcc13,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811972,811972,HFC-134a,1430,0,0,0,0,0,0.000727282,0,0,0,0,0,0,1.30E-08,4.76E-09,1.21E-08,4.42E-09,1.12E-08,4.08E-09,2.42E-09,8.84E-10,1.14E-08,4.16E-09,1.14E-08,4.16E-09
56235,56235,CARBON TETRACHLORIDE,1400,0,0,0,0,0.73,0,1.066749126,1.06655064,66.36990323,0.276852729,2.269225252,2.269225252,4.80E-05,0.000159173,4.54E-05,0.000150483,4.16E-05,0.000141623,1.18E-05,3.91E-05,4.21E-05,0.000139723,4.21E-05,0.000140567
431630,431630,HFC-236ea,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677565,677565,HFC-236cb,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359353,359353,HFC-134,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460731,460731,HFC-245fa,1030,0,0,0,0,0,0.000752231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-236ea2,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-329mcc2,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406586,406586,HFC-365mfc,794,0,0,0,0,0,0.000609256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421147,421147,HFE-143a,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717006,1717006,HCFC-141b,725,0,0,0,0,0.12,0,0,0,0,0,0,0,4.82E-08,0,4.29E-08,0,4.06E-08,0,8.38E-09,0,3.97E-08,0,4.00E-08,0
x,x,HFE-245cb2,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679867,679867,HFC-245ca,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75105,75105,HFC-32,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-245fa2,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837890,2837890,HCFC-124,609,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507551,507551,HCFC-225cb,595,0,0,0,0,0.03,0.001058308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-347pcf2,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-347mcc3,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-374pc2,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-338mcf2,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-356pcf3,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-236fa,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511622,1511622,HALON 1201,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406780,406780,HFE-347mcf2,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-254cb2,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430660,430660,HFC-143,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HCFE-235da2,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10024972,10024972,NITROUS OXIDE,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-7100,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885489,1885489,HFE-245fa1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-356pcf2,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75434,75434,HCFC-21,151,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71556,71556,"1,1,1-TRICHLOROETHANE",146,0,0,0,0,0.12,0.004879744,0.204997961,0.204908393,21.69292211,0.054491826,0.645470406,0.645470406,0,1.90E-08,0,1.64E-08,0,1.62E-08,0,4.36E-09,0,1.50E-08,0,1.51E-08
75376,75376,HFC-152a,124,0,0,0,0,0,0.017497179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422560,422560,HCFC-225ca,122,0,0,0,0,0.02,0.002937179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-356pcc3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-356mec3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593533,593533,HFC-41,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306832,306832,HCFC-123,77,0,0,0,0,0.02,0,0.364871214,0.364404011,121.1387564,0.094362495,2.152402687,2.152402687,4.92E-08,0,3.75E-08,0,4.01E-08,0,9.78E-09,0,3.44E-08,0,3.47E-08,0
x,x,HFE-569sf2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-7200,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624726,624726,HFC-152,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67663,67663,CHLOROFORM,31,0,0,0,0,0,0.021508718,0.28210303,0.281794448,41.17887996,0.053468873,2.08589206,2.08589206,2.99E-07,1.71E-06,1.62E-07,9.27E-07,3.90E-07,1.17E-06,3.45E-08,1.80E-07,1.48E-07,7.95E-07,1.89E-07,8.55E-07
74828,74828,METHANE,25,0,0,0,0,0,0.014379487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74873,74873,METHYL CHLORIDE,13,0,0,0,0,0.02,0.038320769,0.063191338,0.063131177,9.116993336,0.006883394,0.278350204,0.278350204,0,6.56E-07,0,4.41E-07,0,4.25E-07,0,4.80E-08,0,4.00E-07,0,4.04E-07
353366,353366,HFC-161,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,HFE-263fb2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378165,378165,HFE-365mcf3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75092,75092,METHYLENECHLORIDE ,8.7,0,0,0,0,0,0.041429231,0.097015436,0.096914312,14.60862113,0.019631799,0.826658447,0.826658447,8.92E-08,1.04E-06,4.42E-08,5.16E-07,6.82E-08,7.00E-07,9.66E-09,1.10E-07,3.91E-08,4.52E-07,4.24E-08,4.79E-07
74839,74839,METHYL BROMIDE,5,0,0,0,0,0.51,0.018715641,11.64994373,11.63811189,1586.960059,1.099457189,50.63264398,50.63264398,0,0.000113867,0,7.72E-05,0,6.11E-05,0,7.27E-06,0,6.72E-05,0,6.72E-05
74953,74953,"METHANE, DIBROMO-",1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124389,124389,CARBON DIOXIDE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115106,115106,DIMETHYLETHER,1,0,0,0,0,0,0.806771795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314978,2314978,"METHANE, IODOTRIFLUORO-",0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18467771,18467771,",ALPHA,-L-XYLO-2-HEXULOFURANOSONIC ACID, 2,3:4,6",0,0,0,0,0,0,0,1.896830955,1.775212022,32.46824305,1.21E-05,11.22064618,11.22064618,0,0,0,0,0,0,0,0,0,0,0,0
26489010,26489010,(+-)-CITRONELLOL,0,0,0,0,0,0,0,0.503790739,0.513560731,798.1508315,0.026847879,38.07134007,38.07134007,0,0,0,0,0,0,0,0,0,0,0,0
464493,464493,"(1R,4R)-(+)-CAMPHOR",0,0,0,0,0,0,0,0.393624521,0.395536786,65.78773765,0.044564846,5.296700062,5.296700062,0,0,0,0,0,0,0,0,0,0,0,0
5742198,5742198,"(2,4-DICHLOROPHENOXY)ACETIC ACID COMPD. WITH 2,2-IMINOBIS[ETHANOL] (1:1)",0,0,0,0,0,0,0,104.065429,98.34532719,820.1267366,0.011740827,173.4023261,173.4023261,0,0,0,0,0,0,0,0,0,0,0,0
2039465,2039465,(4-CHLORO-2-METHYLPHENOXY)ACETIC ACID COMPD. WITH N-METHYLMETHANAMINE (1:1),0,0,0,0,0,0,0,53.66070271,44.66875218,856.869582,8.86E-05,88.41370893,88.41370893,0,0,0,0,0,0,0,0,0,0,0,0
12071839,12071839,(PROPYLENEBIS(DITHIOCARBAMATO))ZINC,0,0,0,0,0,0,0,78.33026234,22.06380791,4227.540862,4.46E-06,8.945286376,8.945286376,0,4.58E-06,0,1.48E-06,0,1.23E-05,0,1.16E-08,0,2.60E-08,0,5.64E-08
20325400,20325400,"[1,1'-BIPHENYL]-4,4'-DIAMINE, 3,3'-DIMETHOXY-, DIHYDROCHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,9.30E-05,0,6.94E-05,0,8.72E-05,0,2.32E-08,0,9.24E-07,0,1.44E-06,0
612828,612828,"[1,1'-BIPHENYL]-4,4'-DIAMINE, 3,3'-DIMETHYL-, DIHYDROCHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,3.21E-05,0,6.25E-06,0,0.000198806,0,1.45E-06,0,1.24E-06,0,2.36E-06,0
98191,98191,"1-(1,1-DIMETHYLETHYL)-3,5-DIMETHYLBENZENE",0,0,0,0,0,0,8.017769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93083,93083,1-(2-NAPHTHALENYL)ETHANONE,0,0,0,0,0,0,0,81.55604108,39.86906876,4084.620849,0.031394484,37.44912877,37.44912877,0,0,0,0,0,0,0,0,0,0,0,0
10473708,10473708,1-(4-CHLOROPHENYL)-1-PHENYL-2-PROPYNYL CARBAMATE,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69E-06,0,2.93E-06,0,3.05E-05,0,6.21E-07,0,1.80E-07,0,2.66E-06,0
124163,124163,1-(BUTOXYETHOXY)-2-PROPANOL,0,0,0,0,0,0,1.925794872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078382,1078382,1-ACETYL-2-ISONICOTINOYLHYDRAZINE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79E-07,0,2.54E-07,0,5.06E-07,0,9.52E-11,0,1.75E-07,0,2.25E-07,0
82280,82280,1-AMINO-2-METHYLANTHRAQUINONE,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87E-07,0,2.18E-07,0,1.99E-06,0,1.35E-08,0,1.01E-08,0,9.96E-08,0
78966,78966,1-AMINO-2-PROPANOL,0,0,0,0,0,0,5.415333333,3.603311875,3.293958654,62.95870363,0.000318017,18.96622066,18.96622066,0,0,0,0,0,0,0,0,0,0,0,0
81492,81492,"1-AMINO-2,4-DIBROMOANTHRAQUINONE",0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-06,0,2.07E-06,0,4.64E-06,0,6.97E-08,0,2.59E-08,0,5.61E-07,0
51786539,51786539,"1-AMINO-2,5-DIMETHYLBENZENE HYDROCHLORIDE",0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-07,0,1.67E-09,0,4.12E-07,0,5.06E-10,0,3.01E-08,0,5.01E-08,0
10589749,10589749,1-AMYL-1-NITROSOUREA,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93E-05,0,2.35E-05,0,8.07E-05,0,2.52E-08,0,4.60E-06,0,8.77E-06,0
2252780,2252780,"1-BROMO-1,1,2,3,3,3-HEXAFLUOROPROPANE ",0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762492,762492,1-BROMO-2-FLUOROETHANE ,0,0,0,0,0,0.0885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16079882,16079882,"1-BROMO-3-CHLORO-5,5-DIMETHYLHYDANTION",0,0,0,0,0,0,0,300.4173679,297.4575671,1259.069504,0.000248582,436.1492465,436.1492465,0,0,0,0,0,0,0,0,0,0,0,0
693583,693583,1-BROMO-N-NONANE,0,0,0,0,0,0,0,0.578014987,0.367231669,8355.14634,0.028412683,17.74861385,17.74861385,0,0,0,0,0,0,0,0,0,0,0,0
109659,109659,1-BROMOBUTANE,0,0,0,0,0,0,0.821028205,0.037687299,0.036709723,116.0926173,0.003152929,1.807579004,1.807579004,0,0,0,0,0,0,0,0,0,0,0,0
112298,112298,1-BROMODECANE,0,0,0,0,0,0,0,0.199803253,0.103325134,3017.834856,0.007716425,4.152465709,4.152465709,0,0,0,0,0,0,0,0,0,0,0,0
629049,629049,1-BROMOHEPTANE,0,0,0,0,0,0,0,0.108298402,0.079773045,3027.125067,0.006448669,9.449038079,9.449038079,0,0,0,0,0,0,0,0,0,0,0,0
111251,111251,1-BROMOHEXANE,0,0,0,0,0,0,0,0.061445348,0.050943174,1273.417201,0.004200559,6.22827793,6.22827793,0,0,0,0,0,0,0,0,0,0,0,0
111831,111831,1-BROMOOCTANE,0,0,0,0,0,0,0,0.14906775,0.090055804,5350.40945,0.007124173,10.83330567,10.83330567,0,0,0,0,0,0,0,0,0,0,0,0
106945,106945,1-BROMOPROPANE,0,0,0,0,0,0,0.424497436,0.042656979,0.042210631,62.08150529,0.003721709,1.359479469,1.359479469,0,0,0,0,0,0,0,0,0,0,0,0
71363,71363,1-BUTANOL,0,0,0,0,0,0,2.880410256,0.11031405,0.107942212,5.515563795,0.000990721,0.942608614,0.942608614,0,5.27E-08,0,5.03E-09,0,3.75E-08,0,5.90E-11,0,7.62E-09,0,1.49E-08
689974,689974,1-BUTEN-3-YNE (VINYL ACETYLENE),0,0,0,0,0,0,10.48084615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106989,106989,1-BUTENE,0,0,0,0,0,0,9.726589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869012,869012,1-BUTYL-1-NITROSOUREA,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51E-05,0,2.55E-05,0,8.65E-05,0,2.26E-08,0,7.88E-06,0,1.36E-05,0
x,x,1-BUTYL-2-METHYL BENZENE,0,0,0,0,0,0,4.731307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513371,513371,1-CHLORO-2-METHYLPROPENE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25E-06,0,1.38E-07,0,1.59E-06,0,4.69E-08,0,1.39E-07,0,2.65E-07,0
2425663,2425663,1-CHLORO-2-NITRO-PROPANE,0,0,0,0,0,0,0,1897.706737,1886.759504,32715.4175,59.81431905,2845.295893,2845.295893,0,0,0,0,0,0,0,0,0,0,0,0
127004,127004,1-CHLORO-2-PROPANOL,0,0,0,0,0,0,0,2.120978673,2.068696457,44.22164197,0.016072159,10.21497952,10.21497952,0,0,0,0,0,0,0,0,0,0,0,0
109706,109706,1-CHLORO-3-BROMOPROPANE,0,0,0,0,0,0,0,0.762368529,0.761262116,97.28517048,0.12548212,6.997384123,6.997384123,0,0,0,0,0,0,0,0,0,0,0,0
109693,109693,1-CHLOROBUTANE,0,0,0,0,0,0,1.097292308,0.001369293,0.001333026,4.943547181,0.000125757,0.053828557,0.053828557,0,0,0,0,0,0,0,0,0,0,0,0
112527,112527,1-CHLORODODECANE,0,0,0,0,0,0,0,29.63459117,10.70455306,265945.8438,0.67961538,163.0556932,163.0556932,0,0,0,0,0,0,0,0,0,0,0,0
90131,90131,1-CHLORONAPHTHALENE,0,0,0,0,0,0,0,6.048682107,5.522684558,4194.413885,0.851218097,26.65349569,26.65349569,0,0,0,0,0,0,0,0,0,0,0,0
590216,590216,1-CHLOROPROPENE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,6.05E-07,0,3.98E-06,0,8.96E-08,0,5.92E-07,0,8.02E-07,0
112301,112301,1-DECANOL,0,0,0,0,0,0,1.064297436,9.098629314,8.531719268,1424.148141,0.16203256,15.42298877,15.42298877,0,0,0,0,0,0,0,0,0,0,0,0
872059,872059,1-DECENE,0,0,0,0,0,0,2.168974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112414,112414,1-DODECENE,0,0,0,0,0,0,1.644935897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569024,1569024,1-ETHOXY-2-PROPANOL,0,0,0,0,0,0,3.093025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328018,5328018,1-ETHOXY-NAPHTHALIN,0,0,0,0,0,0,0,3.336333182,1.632428516,3432.319559,0.051102422,13.84368237,13.84368237,0,0,0,0,0,0,0,0,0,0,0,0
1127760,1127760,1-ETHYL NAPHTHALENE,0,0,0,0,0,0,2.781666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x,x,1-ETHYL-2-N-PROPYL BENZENE,0,0,0,0,0,0,4.731307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62238339,62238339,1-ETHYL-2-PROPYL CYCLOHEXANE,0,0,0,0,0,0,0.814174359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728561,3728561,1-ETHYL-4-METHYL CYCLOHEXANE,0,0,0,0,0,0,1.440507692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78273,78273,1-ETHYNYL CYCLOHEXANOL,0,0,0,0,0,0,0,0.567744764,0.512787889,47.74527889,0.008049451,9.10312195,9.10312195,0,0,0,0,0,0,0,0,0,0,0,0
4200957,4200957,1-HEPTADECANAMINE,0,0,0,0,0,0,0,8.498740632,1.145849095,3399.637555,0.032445073,0.402885199,0.402885199,0,0,0,0,0,0,0,0,0,0,0,0
111706,111706,1-HEPTANOL,0,0,0,0,0,0,1.843189744,1.102216275,1.087912082,118.2712546,0.015845308,13.30219944,13.30219944,0,0,0,0,0,0,0,0,0,0,0,0
1653403,1653403,"1-HEPTANOL, 6-METHYL-",0,0,0,0,0,0,0,0.677234315,0.684295488,145.4773561,0.038492103,12.98727814,12.98727814,0,0,0,0,0,0,0,0,0,0,0,0
592767,592767,1-HEPTENE,0,0,0,0,0,0,4.431153846,5.14E-05,7.14E-06,12.2030403,4.06E-07,0.011100156,0.011100156,0,0,0,0,0,0,0,0,0,0,0,0
112696,112696,"1-HEXADECANAMINE, N,N-DIMETHYL-",0,0,0,0,0,0,0,0.363890867,0.048449648,743.6822369,0.002619223,0.276146577,0.276146577,0,0,0,0,0,0,0,0,0,0,0,0
1120010,1120010,"1-HEXADECANOL, HYDROGEN SULFATE, SODIUM SALT",0,0,0,0,0,0,0,795.4449062,492.0584888,20880.5531,8.34E-10,5.475855231,5.475855231,0,0,0,0,0,0,0,0,0,0,0,0
143168,143168,"1-HEXANAMINE, N-HEXYL-",0,0,0,0,0,0,0,3.254607661,1.642132213,3076.022273,0.053264172,4.164987477,4.164987477,0,0,0,0,0,0,0,0,0,0,0,0
111273,111273,1-HEXANOL,0,0,0,0,0,0,2.691461538,0.410191691,0.405226271,37.89297543,0.005724621,4.764054979,4.764054979,0,0,0,0,0,0,0,0,0,0,0,0
4798441,4798441,1-HEXEN-3-OL,0,0,0,0,0,0,0,1.32353456,1.310118504,326.5424162,0.031435503,53.7333601,53.7333601,0,0,0,0,0,0,0,0,0,0,0,0
592416,592416,1-HEXENE,0,0,0,0,0,0,5.492384615,0.000111884,1.99E-05,29.74409918,1.17E-06,0.032992537,0.032992537,0,0,0,0,0,0,0,0,0,0,0,0
18491151,18491151,"1-HYDROXY-2,2,4-TRIMETHYLPENTYL-3-ISOBUTYRATE",0,0,0,0,0,0,0.885994872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15922788,15922788,1-HYDROXY-2(1H)-PYRIDINETHIONE SODIUM SALT,0,0,0,0,0,0,0,5753.525428,3299.309561,225509.4871,1.32E-10,20748.814,20748.814,0,0,0,0,0,0,0,0,0,0,0,0
129431,129431,1-HYDROXYANTHRAQUINONE,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30E-07,0,3.55E-07,0,2.32E-06,0,3.70E-08,0,7.25E-09,0,2.13E-08,0
